,mean,std,mode,percentile_16,percentile_50,percentile_95,max_likelihood,mode_overall
xc/eta,1409826.516,"[0.00224, 0.00224]",1409826.516,"[1378941.973, 1441402.789]","[1378941.973, 1441402.789]","[1378941.973, 1441402.789]",1384622.18,1384622.18
beta/eta,37122.572,"[6e-06, 6e-06]",37122.572,"[36968.216, 37277.573]","[36968.216, 37277.573]","[36968.216, 37277.573]",37071.638,37071.638
xc^2/epsilon,801.652,"[1.25e-06, 1.25e-06]",801.652,"[785.751, 817.876]","[785.751, 817.876]","[785.751, 817.876]",803.924,803.924
xc,29.925,"[5.33e-08, 5.33e-08]",29.925,"[28.888, 30.999]","[28.888, 30.999]","[28.888, 30.999]",30.275,30.275
ExtH,7.733,"[2.26e-10, 2.26e-10]",7.733,"[7.727, 7.74]","[7.727, 7.74]","[7.727, 7.74]",7.729,7.729
eta,2.14e-05,"[4.19e-15, 4.19e-15]",2.14e-05,"[2.08e-05, 2.2e-05]","[2.08e-05, 2.2e-05]","[2.08e-05, 2.2e-05]",2.19e-05,2.19e-05
beta,0.807,"[9.45e-11, 9.45e-11]",0.807,"[0.786, 0.828]","[0.786, 0.828]","[0.786, 0.828]",0.811,0.811
epsilon,1.212,"[2.15e-09, 2.15e-09]",1.212,"[1.134, 1.295]","[1.134, 1.295]","[1.134, 1.295]",1.14,1.14
sqrt(xc/eta),1187.361,"[9.42e-07, 9.42e-07]",1187.361,"[1174.284, 1200.584]","[1174.284, 1200.584]","[1174.284, 1200.584]",1176.7,1176.7
s= eta^0.5*xc^1.5/epsilon,0.678,"[5.25e-10, 5.25e-10]",0.678,"[0.67, 0.686]","[0.67, 0.686]","[0.67, 0.686]",0.683,0.683
beta*xc/epsilon,21.571,"[4.44e-09, 4.44e-09]",21.571,"[21.359, 21.785]","[21.359, 21.785]","[21.359, 21.785]",21.524,21.524
eta*xc/epsilon,0.000582,"[2.85e-14, 2.85e-14]",0.000582,"[0.000578, 0.000587]","[0.000578, 0.000587]","[0.000578, 0.000587]",0.000581,0.000581
Fx=beta^2/eta*xc,1011.585,"[1.99e-06, 1.99e-06]",1011.585,"[984.195, 1039.737]","[984.195, 1039.737]","[984.195, 1039.737]",992.55,992.55
Dx =beta*epsilon/eta*xc^2,45.72,"[7.71e-08, 7.71e-08]",45.72,"[44.698, 46.765]","[44.698, 46.765]","[44.698, 46.765]",46.113,46.113
Pk=beta*k/epsilon,0.364,"[7.48e-10, 7.48e-10]",0.364,"[0.349, 0.381]","[0.349, 0.381]","[0.349, 0.381]",0.355,0.355
Fk=beta^2/eta*k,61354.735,"[1.61e-05, 1.61e-05]",61354.735,"[59821.536, 62927.229]","[59821.536, 62927.229]","[59821.536, 62927.229]",60099.789,60099.789
Dk =beta*epsilon/eta*k^2,166167.275,"[0.000284, 0.000284]",166167.275,"[155853.535, 177163.535]","[155853.535, 177163.535]","[155853.535, 177163.535]",169070.585,169070.585
Fk^2/Dk=beta^3/eta*epsilon,21472.358,"[4.56e-05, 4.56e-05]",21472.358,"[20788.482, 22178.732]","[20788.482, 22178.732]","[20788.482, 22178.732]",21363.767,21363.767
epsilon/beta^2,1.778,"[3.45e-09, 3.45e-09]",1.778,"[1.726, 1.831]","[1.726, 1.831]","[1.726, 1.831]",1.735,1.735
k/beta,0.62,"[7.26e-11, 7.26e-11]",0.62,"[0.604, 0.636]","[0.604, 0.636]","[0.604, 0.636]",0.617,0.617
k^2/epsilon,0.206,"[3.65e-10, 3.65e-10]",0.206,"[0.193, 0.22]","[0.193, 0.22]","[0.193, 0.22]",0.219,0.219
eta/xc,7.09e-07,"[1.13e-15, 1.13e-15]",7.09e-07,"[6.94e-07, 7.25e-07]","[6.94e-07, 7.25e-07]","[6.94e-07, 7.25e-07]",7.22e-07,7.22e-07
beta/xc,0.0265,"[4.7e-11, 4.7e-11]",0.0265,"[0.0258, 0.0272]","[0.0258, 0.0272]","[0.0258, 0.0272]",0.0268,0.0268
epsilon/xc^2,0.00125,"[1.94e-12, 1.94e-12]",0.00125,"[0.00122, 0.00127]","[0.00122, 0.00127]","[0.00122, 0.00127]",0.00124,0.00124
k/xc,0.0167,"[2.98e-11, 2.98e-11]",0.0167,"[0.0161, 0.0173]","[0.0161, 0.0173]","[0.0161, 0.0173]",0.0165,0.0165
best fit no ext hazard_MedianLifetime,27106.67,185.11000000000058,27106.67,"[26926.62, 27291.78]","[26926.62, 27291.78]","[26926.62, 27291.78]",27106.67,
best fit no ext hazard_MaxLifetime,38053.75,0,38053.75,"[38053.75, 38053.75]","[38053.75, 38053.75]","[38053.75, 38053.75]",38053.75,
best fit_MedianLifetime,26970.13,185.09000000000015,26970.13,"[26790.09, 27155.22]","[26790.09, 27155.22]","[26790.09, 27155.22]",26970.13,
best fit_MaxLifetime,37933.28,0,37933.28,"[37933.28, 37933.28]","[37933.28, 37933.28]","[37933.28, 37933.28]",37933.28,
data_MedianLifetime,25185.0,182.7599999999984,25185.0,"[25004.5, 25367.76]","[25004.5, 25367.76]","[25004.5, 25367.76]",25185.0,
data_MaxLifetime,37777.5,0,37777.5,"[37777.5, 37777.5]","[37777.5, 37777.5]","[37777.5, 37777.5]",37777.5,
ML_lnprob,-356253.4388665623,"[-356253.4388665623, -356253.4388665623]",-356253.4388665623,"[-356253.4388665623, -356253.4388665623]","[-356253.4388665623, -356253.4388665623]","[-356253.4388665623, -356253.4388665623]",-356253.4388665623,-356253.4388665623
